moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   U_QI3Ldx-2Q  ,  03 21:45:38  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   W8CwLsdYnJA  ,  03 22:19:39  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   79IewUVwh58  ,  04 00:20:43  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   ZyWX6CjJCIU  ,  04 11:35:34  ,  
moderation status(channel id, vid id, time,  mod status): UC1IttIQyALX3lsCyas36wzw  ,   7YqNRjbm2K4  ,  04 16:13:05  ,  
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   JRpurYuoOLU  ,  04 18:14:57  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   jJI2qJmDLAQ  ,  04 19:06:08  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   ghxli6OGgG8  ,  04 19:06:11  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   -jLVjAfyegE  ,  04 19:23:14  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   1frr1YmtzKM  ,  04 19:23:15  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   Bj9pCKM1gio  ,  04 20:33:40  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   vmpyhm1m8qg  ,  04 23:42:51  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   3MqT12IGVKU  ,  05 00:16:50  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   5yqNAWveCxM  ,  05 15:33:55  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   VIVrBf10rhQ  ,  05 17:36:25  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   Ct9F2Gih0-I  ,  05 18:10:40  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   4XqA6wlNHkk  ,  05 18:10:41  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   tn5UXBI0fWk  ,  05 18:10:42  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   D6KWm_4po78  ,  05 18:10:43  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   Nu1mL_QQ2Pw  ,  05 19:02:14  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   BSCkjsSCpkI  ,  05 19:02:15  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   F0GsVdweSwA  ,  05 19:36:34  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   8HfrGJu1Izo  ,  05 19:36:35  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   RchqBqNu3p4  ,  05 19:36:36  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   bF_naHpa-T4  ,  05 21:21:35  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   fdPJGGmSAxk  ,  05 21:21:36  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   CJdehmJIH3U  ,  05 21:38:39  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   wEly6oy3skY  ,  05 21:38:41  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   vnXMuUDmAas  ,  05 23:40:11  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   PrtR-fiF6H4  ,  06 02:49:49  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   Do1ZU5U4-9U  ,  06 14:24:22  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   OIZGkVtoWNs  ,  06 17:55:01  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   zxPJzF3oh8A  ,  06 18:12:07  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   w5gbHSfbiK4  ,  06 18:46:15  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   ZBi1BHdAuIQ  ,  06 19:03:43  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   IIP46cRwM-E  ,  06 19:03:44  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   IIP46cRwM-E  ,  06 19:03:45  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   7tzyqtXa-po  ,  06 19:03:46  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   du15_swlvR4  ,  06 19:03:48  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   bBDz4Bq_EFI  ,  06 19:57:39  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   AVvGbUzjarU  ,  06 19:57:40  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   RShXa4f9r1M  ,  06 20:48:54  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   pOJYyLjpkMI  ,  06 21:05:56  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   BBURabPqXMU  ,  06 21:42:06  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   mxAu4exQhh0  ,  09 14:05:54  ,  
moderation status(channel id, vid id, time,  mod status): UCqXok4OMN4Kf7p6deGDUaoA  ,   qmlp3eFzHcg  ,  09 15:33:06  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   -8Kv9fWj9Co  ,  09 16:07:04  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   GRvC076NuMI  ,  09 16:07:05  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   NQNNkfT0V3g  ,  09 16:41:10  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   El17wlJj2lc  ,  09 18:08:21  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   4xfT0WfYsLA  ,  09 18:42:26  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   ybdsSeazdAA  ,  09 19:16:29  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   n9aCHfRUmfY  ,  09 19:16:30  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   xGiJZrKrT5E  ,  09 19:16:30  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   z8XF2TByVbI  ,  09 20:09:44  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   ZQP5aYx1_D4  ,  09 20:09:45  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   Se9NzxlCIbw  ,  10 01:20:07  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   T56Khi-zlLk  ,  10 04:49:41  ,  
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   0P-86mS_MqY  ,  10 05:23:43  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   4_ssXtt7kwo  ,  10 14:37:54  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   JQXiEZv4bgE  ,  10 16:05:28  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   4V0zA9CSwZg  ,  10 16:39:33  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   JcCNjk5aRMw  ,  10 16:56:33  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   lTPT5vUAYVY  ,  10 16:56:34  ,  
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   PAcFqjeYmmg  ,  10 17:13:37  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   aBkHb8e3UAk  ,  10 17:30:37  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   4ntayig5JD8  ,  10 17:30:38  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   c_Ew5XvJ12A  ,  10 18:06:50  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   atGNkiMisa8  ,  10 18:57:54  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   0KFk50ySMCw  ,  10 19:14:56  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   jcbB6OnmnUo  ,  10 19:14:57  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   H0VdY6gSG0E  ,  10 19:14:58  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   w3L-5bXZK1c  ,  10 19:14:59  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   KaBRwmFFEYs  ,  10 19:49:00  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   AV_Pop0zZQU  ,  10 21:16:13  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   0Q2pMOoo-As  ,  10 22:43:34  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   9GUPTsYdV_Q  ,  11 03:21:44  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   y37Fmfz2HIU  ,  11 05:39:48  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   a9-d9nYs2ak  ,  11 12:17:21  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   ZS79pu0pSTM  ,  11 16:21:17  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   ZYSpWrCMjnM  ,  11 16:38:18  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   25ReyIOU-qo  ,  11 17:12:21  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   tb_T5qrH6Oo  ,  11 17:46:26  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   iK7ROzfOW8k  ,  11 18:22:40  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   CdA7TFhMwrw  ,  11 18:22:41  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   TigbIl2BIVg  ,  11 19:13:57  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   jhuSF2WcpqE  ,  11 19:31:03  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   TJrFAmsc5mU  ,  11 19:31:06  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   IJYWVfPccZE  ,  11 21:15:23  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   VYvBrl2pCwE  ,  11 21:49:21  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   3xpZzOIDd9I  ,  11 21:49:22  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   DGwq6uaDoZY  ,  11 22:23:23  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   2dx-IZY70O0  ,  11 22:59:35  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   qpJK-4dl4bM  ,  11 23:50:38  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   gguBu3BTS8I  ,  12 00:41:39  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   vqT5NZzoLDk  ,  12 01:51:50  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   56LQS9fjJIs  ,  12 02:44:09  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   5bhdtfMcN3w  ,  12 03:01:11  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   7WRsObiNxds  ,  12 03:01:13  ,  
moderation status(channel id, vid id, time,  mod status): UC9qURpEWWIA2jbxLBRItksQ  ,   CIqYUI2TRFQ  ,  12 03:18:15  ,  
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   -H-lZebvdnk  ,  12 11:23:20  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   Ei-0NLGinQQ  ,  12 14:15:30  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   WflvqkWP05w  ,  12 15:43:53  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   V_Qq1H2ceQk  ,  12 17:45:39  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   AoLPFHCKIFI  ,  12 17:45:40  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   5l6WZWMKVik  ,  12 17:45:41  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   Q3L0gArhmaE  ,  12 18:36:59  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   N8j45OIjPWE  ,  12 18:37:00  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   K6lmDJT7Eow  ,  12 19:11:19  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   ZXahxD6vvb8  ,  12 19:11:20  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   Gx-wddlbxEs  ,  12 19:11:21  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   7MsVuOq19RU  ,  12 19:11:21  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   MiCU4yrcfU4  ,  12 19:11:22  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   qlcBwfC_6-M  ,  12 19:28:34  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   dhr9t_0ajRg  ,  12 21:12:48  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   IH1qfR8rV7M  ,  12 21:29:51  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   xthB5HWowTA  ,  12 21:29:54  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   mxW0R1WK_YA  ,  13 15:59:07  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   i0_Mfal9gnA  ,  13 16:16:16  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   5z_XblGKXBo  ,  13 16:33:25  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   q7FlPUqoqQU  ,  13 21:15:21  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   qKnANg6Twf8  ,  13 21:15:22  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   _zeGpXtJQSI  ,  14 05:01:43  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC8H9Zmx8CslalkliFegKXhQ  ,   xqG4ZPrAUQA  ,  14 11:24:32  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   PVbxBg8FXtE  ,  14 14:04:59  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   WRW0EQl-vzk  ,  14 15:14:22  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   XxaRBPyrnBU  ,  14 17:34:11  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   KlITiUt7xy8  ,  14 17:34:12  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   CN3LJP7FZmc  ,  14 18:08:39  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   cNdf5_TiLbs  ,  14 18:44:50  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   wNGKzLwf9F0  ,  14 19:02:16  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   nxjmC-P-zh8  ,  14 19:02:17  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   nxjmC-P-zh8  ,  14 19:02:19  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   JUCqiJsiUyk  ,  14 19:02:21  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   EYShovnuJ6g  ,  14 19:37:08  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   d2Sa9syM-wU  ,  14 19:37:09  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   Oa3RRFECxgU  ,  14 20:11:32  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   b-GBSBHfi6U  ,  14 20:28:49  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   u6SWQ5zyzyA  ,  14 20:28:51  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   5_Wqp-ke3Io  ,  14 20:46:01  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   o_bvsINFAu0  ,  14 20:46:02  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   L03TX5MWr-g  ,  14 23:38:48  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   PqR1OLvZiQo  ,  15 01:57:09  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   xGrvZPz8DCc  ,  15 16:07:49  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   FO30yWx106Q  ,  15 16:07:50  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   UG3iDI26ze8  ,  15 16:07:51  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   kycTE3JEe-Y  ,  15 17:51:24  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   FWFR4kJh1uA  ,  15 18:27:39  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   tRvI0IjErTs  ,  15 18:44:42  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   WiEQAZGIT4w  ,  15 18:44:43  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   CLwCinloPdI  ,  15 19:01:57  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   cBZgDUIIHUw  ,  15 19:01:58  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   60NmzEuWcTE  ,  15 19:01:58  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   VqU45z3cqzA  ,  15 19:02:00  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   NXfzWKt8j2o  ,  16 00:19:08  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   WMwNzmf3aCM  ,  16 04:17:25  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   vq_4xAaZ-SM  ,  16 14:48:21  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   b11jWha8GBA  ,  16 16:13:39  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   LC6qxcawTq4  ,  16 16:13:39  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   Lqv6G0pDNnw  ,  16 17:22:55  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   6UpimJM7J6Q  ,  16 17:40:07  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   NRURbwbbqS8  ,  16 18:31:53  ,  
moderation status(channel id, vid id, time,  mod status): UCSAUGyc_xA8uYzaIVG6MESQ  ,   ZmEdG6blTZc  ,  16 18:49:04  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   SSc-DIoaB3A  ,  16 19:06:31  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   lch9ArFESOo  ,  16 19:06:32  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   bpCLaKTWGUE  ,  16 19:06:33  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   pkEp5VnQYuc  ,  16 19:06:35  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   0cwzl-uAzm4  ,  16 20:15:06  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   DhLOsdswnk4  ,  16 21:06:26  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   1vFCt0aRPmE  ,  16 21:40:32  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   1UnCX93pOQo  ,  16 22:14:34  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   t2pTiGidjBQ  ,  16 22:48:39  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   oYXrtpsFdLg  ,  16 23:22:41  ,  
moderation status(channel id, vid id, time,  mod status): UCtJCPjK5WuDI1L-BIDKAYgA  ,   dT-o4X-j7dk  ,  17 08:28:47  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   Mrw6u_hm9d8  ,  17 12:10:21  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   50sSUKZvw7g  ,  17 16:09:21  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   X7FLCHVXpsA  ,  17 16:26:26  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   b6i0L6i9v3o  ,  17 17:00:31  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   KoL7RgT73fY  ,  17 17:35:52  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   JSWxpn8fF1U  ,  17 18:09:53  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   sB38Fg4_yhw  ,  17 18:44:09  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   XDr-J6OzR1k  ,  17 19:01:11  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   6O9rwHFZeQE  ,  17 19:01:12  ,  
